Original: resolve , predicted 1st: local|directory
Original: initialize , predicted 1st: perform
Original: initialize , predicted 1st: c
Original: reset , predicted 1st: reset
Original: garbage|collect , predicted 1st: collect
Original: garbage|collect , predicted 1st: c
Original: remove|references , predicted 1st: remove|all
Original: evaluate , predicted 1st: evaluate
Original: build|cell , predicted 1st: build|cell|cell
Original: distance|to|shape , predicted 1st: distance
Original: decompose , predicted 1st: term
Original: lerp , predicted 1st: term
Original: hash , predicted 1st: do|hash|code
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get|property
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: set|swapped , predicted 1st: set|value
Original: get|swapped , predicted 1st: is|enabled
Original: create|collision|algorithm , predicted 1st: do|after
Original: write , predicted 1st: write
Original: write , predicted 1st: write
Original: write , predicted 1st: write
Original: flush , predicted 1st: after|properties|set
Original: close , predicted 1st: after|properties|set
Original: get|exception , predicted 1st: get|failure
Original: get|cause , predicted 1st: get|failure
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get|default|value
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: set|penetration|depth , predicted 1st: add
Original: get|penetration|depth , predicted 1st: get
Original: set|point|count , predicted 1st: increment
Original: get|point|count , predicted 1st: count|with|o
Original: set|separating|normal , predicted 1st: do|execute
Original: get|separating|normal , predicted 1st: get|comparator
Original: set|points , predicted 1st: set
Original: get|points , predicted 1st: get|nested
Original: copy|from , predicted 1st: do|other|other
Original: merge|points , predicted 1st: touch
Original: put|boolean , predicted 1st: put
Original: put|integer , predicted 1st: put
Original: put|long , predicted 1st: put
Original: put|float , predicted 1st: put
Original: put|string , predicted 1st: put
Original: put , predicted 1st: put
Original: get|boolean , predicted 1st: get|boolean
Original: get|integer , predicted 1st: get|integer
Original: get|long , predicted 1st: get|long
Original: get|float , predicted 1st: get|float
Original: get|string , predicted 1st: get|string
Original: get|boolean , predicted 1st: get|boolean
Original: get|integer , predicted 1st: get|property
Original: get|long , predicted 1st: get|long
Original: get|float , predicted 1st: get|property
Original: get|string , predicted 1st: get|property
Original: get , predicted 1st: parse|long
Original: contains , predicted 1st: contains
Original: clear , predicted 1st: clear|properties
Original: flush , predicted 1st: run
Original: remove , predicted 1st: remove
Original: close , predicted 1st: close
Original: flush , predicted 1st: flush
Original: write , predicted 1st: write
Original: initialize|components , predicted 1st: test|empty|content
Original: button|down , predicted 1st: is|update
Original: button|up , predicted 1st: is|update
Original: axis|moved , predicted 1st: is|boolean
Original: pov|moved , predicted 1st: is|equal
Original: x|slider|moved , predicted 1st: is|boolean
Original: y|slider|moved , predicted 1st: is|boolean
Original: accelerometer|moved , predicted 1st: add
Original: connected , predicted 1st: on|controller
Original: disconnected , predicted 1st: on|completion
Original: copy|stream , predicted 1st: copy|input
Original: copy|stream , predicted 1st: copy
Original: copy|stream , predicted 1st: read
Original: copy|stream , predicted 1st: copy
Original: copy|stream , predicted 1st: copy|buffer
Original: copy|stream , predicted 1st: read
Original: copy|stream|to|byte|array , predicted 1st: read
Original: copy|stream|to|byte|array , predicted 1st: read
Original: copy|stream|to|string , predicted 1st: copy|to|string
Original: copy|stream|to|string , predicted 1st: copy|to|bytes
Original: copy|stream|to|string , predicted 1st: read
Original: close|quietly , predicted 1st: close
Original: to|byte|array , predicted 1st: to|byte|length
Original: get|buffer , predicted 1st: get
Original: yield , predicted 1st: after|properties|set
Original: get|c|ptr , predicted 1st: get|property
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get|first|value
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete|point
Original: set|type|constraint|data , predicted 1st: do|get|value
Original: get|type|constraint|data , predicted 1st: get|min
Original: set|pivot|in|a , predicted 1st: do|double|point
Original: get|pivot|in|a , predicted 1st: get|value
Original: set|pivot|in|b , predicted 1st: do|value
Original: get|pivot|in|b , predicted 1st: get|value
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get|object
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: get|collision|objects , predicted 1st: get|boolean
Original: get|collision|objects|value , predicted 1st: do|get
Original: size , predicted 1st: size
Original: at , predicted 1st: with
Original: get|collision|objects , predicted 1st: get|array
Original: get|collision|objects|value , predicted 1st: get|array
Original: get|local|anchor|a , predicted 1st: get|local|a
Original: get|local|anchor|b , predicted 1st: get|local|local
Original: get|local|axis|a , predicted 1st: get|local|a
Original: get|joint|translation , predicted 1st: get|translation
Original: get|joint|speed , predicted 1st: get|speed
Original: is|motor|enabled , predicted 1st: is|enabled|enabled
Original: enable|motor , predicted 1st: enable
Original: set|motor|speed , predicted 1st: set|speed
Original: get|motor|speed , predicted 1st: get|float
Original: set|max|motor|torque , predicted 1st: set|max
Original: get|max|motor|torque , predicted 1st: get|max|float
Original: get|motor|torque , predicted 1st: get
Original: set|spring|frequency|hz , predicted 1st: set|spring|frequency
Original: get|spring|frequency|hz , predicted 1st: get|min|frequency
Original: set|spring|damping|ratio , predicted 1st: set|spring|ratio
Original: get|spring|damping|ratio , predicted 1st: get|advanced|methods
Original: init , predicted 1st: reset
Original: end , predicted 1st: reset
Original: get|min|particle|count , predicted 1st: get|min|count
Original: set|min|particle|count , predicted 1st: set|min|count
Original: get|max|particle|count , predicted 1st: get|max|count
Original: set|max|particle|count , predicted 1st: set|max|count
Original: set|particle|count , predicted 1st: set|min|count
Original: set , predicted 1st: set|constructor|count
Original: write , predicted 1st: add|value
Original: read , predicted 1st: set|min|count
Original: get|map , predicted 1st: get|map
Original: set|map , predicted 1st: set|map
Original: get|unit|scale , predicted 1st: get|scale
Original: get|batch , predicted 1st: get|batch|batch
Original: get|view|bounds , predicted 1st: get|view|view
Original: set|view , predicted 1st: do|down
Original: set|view , predicted 1st: set
Original: render , predicted 1st: do|render
Original: render , predicted 1st: do|get|all
Original: render|objects , predicted 1st: set|object
Original: render|object , predicted 1st: set|object
Original: render|image|layer , predicted 1st: set|from
Original: begin|render , predicted 1st: init
Original: end|render , predicted 1st: end
Original: dispose , predicted 1st: run
Original: filter , predicted 1st: do|process
Original: caused|by , predicted 1st: is|satisfied|by
Original: caused|by , predicted 1st: is|exception
Original: get|message , predicted 1st: get|message
Original: add|trace , predicted 1st: set|trace
Original: wrap , predicted 1st: serialize
Original: as|read|only|buffer , predicted 1st: mark
Original: compact , predicted 1st: clone
Original: duplicate , predicted 1st: clone
Original: get , predicted 1st: get|float
Original: get , predicted 1st: get|float
Original: is|direct , predicted 1st: is|direct
Original: is|read|only , predicted 1st: is|read|only
Original: order , predicted 1st: get|byte
Original: protected|array , predicted 1st: get|float|array
Original: protected|array|offset , predicted 1st: get|max|index|count
Original: protected|has|array , predicted 1st: is|mutable
Original: put , predicted 1st: to
Original: put , predicted 1st: add
Original: slice , predicted 1st: clone
Original: create , predicted 1st: test|batch
Original: render , predicted 1st: test|batch|batch|batch
Original: dispose , predicted 1st: do|execute
Original: load , predicted 1st: load
Original: load , predicted 1st: get|file
Original: load|async , predicted 1st: convert|to|object
Original: load|sync , predicted 1st: map
Original: get|dependencies , predicted 1st: find|root|dependencies
Original: load|tilemap , predicted 1st: get|child|properties
Original: load|tilesets , predicted 1st: get|images
Original: load|images , predicted 1st: get|images
Original: load|tile|set , predicted 1st: get|element
Original: set|use|hardware|mip|map , predicted 1st: set|multi|map
Original: generate|mip|map , predicted 1st: generate
Original: generate|mip|map , predicted 1st: generate
Original: generate|mip|map|gles , predicted 1st: compare
Original: generate|mip|map|desktop , predicted 1st: generate
Original: generate|mip|map|cpu , predicted 1st: compare
Original: reset , predicted 1st: reset|c
Original: get|c|ptr , predicted 1st: get|property
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: set|chassis|connection|cs , predicted 1st: not|equal
Original: get|chassis|connection|cs , predicted 1st: get|info
Original: set|wheel|direction|cs , predicted 1st: not
Original: get|wheel|direction|cs , predicted 1st: get|info
Original: set|wheel|axle|cs , predicted 1st: not|value
Original: get|wheel|axle|cs , predicted 1st: get|info
Original: set|suspension|rest|length , predicted 1st: info|info
Original: get|suspension|rest|length , predicted 1st: info
Original: set|max|suspension|travel|cm , predicted 1st: info|info|info|info
Original: get|max|suspension|travel|cm , predicted 1st: info|info
Original: set|wheel|radius , predicted 1st: info|info|info|info|info|info
Original: get|wheel|radius , predicted 1st: info|info|info|info
